,comment,stars
108596,"['decent', 'music', 'quality', 'lshoddy', 'design', 'right', 'cup', 'mine', 'seem', 'loose', 'move', 'make', 'noise', 'walk', 'also', 'slight', 'buzzing', 'noise', 'every', 'every', 'time', 'turn', 'background', 'whole', 'time', 'expecting', 'miracle', 'actual', 'audio', 'quality', 'pretty', 'good', 'little', 'bug', 'really', 'ruin', 'experience', 'maybe', 'got', 'defective', 'way', 'maybe', 'like', 'not', 'sure', 'prepared']",2
108604,"['headphone', 'must', 'battery', 'charge', 'even', 'use', 'even', 'aux', 'cord', 'help', 'whole', 'thing', 'look', 'like', 'discount', 'cheap', 'fry', 'headphone', 'metal', 'wannabe', 'looking', 'plastic', 'want', 'look', 'durable', 'product', 'chief', 'took', 'chance', 'no', 'name', 'brand', 'immediately', 'looking', 'return', 'within', 'hour', 'getting', 'half', 'waiting', 'charge', 'however', 'give', 'good', 'base', 'kick', 'sound', 'pretty', 'nice', 'however', 'still', 'not', 'worth', 'hassle', 'ugliness', 'inconvenience']",2
108605,"['absolutely', 'atrocious', 'type', 'call', 'discord', 'voice', 'chat', 'music', 'subpar', 'connection', 'weak', 'high', 'rating', 'never', 'know']",2
108610,"['like', 'product', 'price', 'point', 'headphone', 'since', 'april', 'seem', 'defective', 'january', 'like', 'randomly', 'die', 'become', 'unresponsive', 'even', 'full', 'charge', 'try', 'reconnect', 'bluetooth', 'happens', 'connect', 'cannot', 'get', 'sound', 'headphone', 'always', 'show', 'full', 'charge', 'phone', 'display', 'somehow', 'manage', 'randomly', 'die', 'great', 'first', 'month', 'use', 'not', 'good', 'anymore', 'pretty', 'dissatisfied']",2
108631,"['used', 'headphone', 'daily', 'commuting', 'subway', 'noise', 'cancelling', 'feature', 'joke', 'sound', 'quality', 'also', 'joke', 'benefit', 'bluetooth', 'technology', 'would', 'periodically', 'disconnect', 'phone', 'mid', 'song', 'save', 'buy', 'another', 'product', 'product', 'quality', 'poor', 'used', 'per', 'week', 'since', 'june', 'currently', 'april', 'no', 'longer', 'work']",2
108650,"['cannot', 'used', 'open', 'office', 'leak', 'sound', 'low', 'volume', 'level', 'anc', 'enabled', 'guess', 'call', 'open', 'back', 'mentioned', 'description', 'primarily', 'got', 'noisy', 'open', 'office', 'wore', 'le', 'hour', 'could', 'hear', 'keyboard', 'well', 'colleague', 'ft', 'away', 'crack', 'finger', 'using', 'sony', 'mdrzx', 'nc', 'noise', 'cancelling', 'headphone', 'okay', 'not', 'best', 'noise', 'cancelling', 'blast', 'music', 'bit', 'help', 'no', 'go', 'volume', 'put', 'everyone', 'hear', 'would', 'not', 'recommend', 'kind', 'office', 'disrupting', 'neighbor', 'music', 'would', 'problem']",2
108682,"['really', 'liked', 'headphone', 'worn', 'couple', 'hour', 'ear', 'started', 'hurt', 'pressure', 'exerted', 'surprising', 'description', 'emphasized', 'comfort', 'not', 'comfortable', 'hour', 'return']",2
108685,"['others', 'pointed', 'previous', 'review', 'active', 'noise', 'cancelling', 'anc', 'cause', 'sound', 'cut', 'whenever', 'slightest', 'movement', 'headphone', 'long', 'sit', 'perfectly', 'still', 'noise', 'cancelling', 'work', 'example', 'running', 'treadmill', 'even', 'bother', 'using', 'anc', 'option', 'go', 'non', 'anc', 'setting', 'bt', 'selection', 'headphone', 'overall', 'nothing', 'great', 'headphone', 'sound', 'generally', 'good', 'beat', 'price']",2
108687,"['got', 'one', 'use', 'time', 'daughter', 'said', 'comfortable', 'noise', 'cancelling', 'good', 'one', 'use', 'tried', 'charge', 'would', 'not', 'charge', 'returning']",2
108692,"['sound', 'quality', 'comfort', 'fine', 'deal', 'breaker', 'weird', 'static', 'noise', 'background', 'super', 'annoying', 'like', 'driving', 'highway', 'one', 'window', 'open', 'going', 'back']",2
108698,"['pair', 'little', 'use', 'first', 'pair', 'got', 'annoying', 'raddling', 'sound', 'right', 'ear', 'second', 'pair', 'although', 'lasted', 'bit', 'longer', 'loud', 'raddling', 'sound', 'ear', 'cup']",2
108707,"['sounded', 'good', 'look', 'see', 'packaging', 'think', 'high', 'end', 'headphone', 'attractive', 'comfortable', 'connect', 'music', 'oh', 'traveled', 'back', 'listening', 'music', 'radio', 'shack', 'headphone', 'overpowering', 'low', 'frequency', 'muddy', 'no', 'high', 'end', 'frequency', 'whatsoever', 'earbuds', 'came', 'first', 'iphone', 'ten', 'year', 'ago', 'sound', 'better', 'tried', 'different', 'song', 'no', 'better', 'tested', 'phone', 'call', 'feature', 'wife', 'said', 'heard', 'clicking', 'noise', 'whole', 'time', 'talking', 'also', 'said', 'sounded', 'muddy', 'unclear', 'connected', 'motorola', 'wireless', 'earbuds', 'difference', 'night', 'day', 'high', 'hope', 'based', 'review', 'even', 'consulted', 'independent', 'review', 'rated', 'second', 'best', 'wireless', 'noise', 'canceling', 'headphone', 'not', 'sure', 'people', 'think', 'sound', 'good', 'obviously', 'not', 'people', 'ear', 'balanced', 'audio', 'sent', 'back', 'immediately']",2
108708,"['purchased', 'headphone', 'pair', 'acer', 'laptop', 'built', 'bluetooth', 'running', 'window', 'headphone', 'paired', 'laptop', 'initially', 'used', 'three', 'four', 'day', 'no', 'pairing', 'tried', 'recharging', 'every', 'troubleshooting', 'suggestion', 'could', 'find', 'nothing', 'returned', 'refund']",2
108717,"['get', 'microphone', 'work', 'bluetooth', 'desktop', 'battery', 'life', 'decent', 'headphone', 'light', 'feel', 'solid']",2
108728,"['one', 'problem', 'mic', 'cut', 'frustrating', 'zoom', 'meeting', 'sharing', 'work', 'space', 'house', 'plug', 'ear', 'bud', 'defeat', 'purpose', 'headset']",2
108730,"['headphone', 'looked', 'good', 'worked', 'well', 'pretty', 'good', 'noise', 'cancellation', 'sound', 'quality', 'etc', 'left', 'side', 'broke', 'swivel', 'part', 'le', 'month', 'purchased', 'normal', 'everyday', 'use', 'immediately', 'purchased', 'another', 'refurbished', 'one', 'one', 'broke', 'spot', 'happy', 'headphone', 'wished', 'sturdier', 'better', 'designed']",2
108732,"['tried', 'use', 'office', 'bluetooth', 'range', 'limited', 'importantly', 'voice', 'quality', 'horrible', 'keep', 'repeating', 'thing', 'inferior', 'logitech']",2
108737,"['bass', 'good', 'quality', 'ear', 'phone', 'good', 'however', 'sound', 'not', 'loud', 'ultimately', 'decreasing', 'noise', 'cancellation', 'feature', 'returned', 'purchased', 'different', 'brand']",2
108762,"['noise', 'cancelation', 'feature', 'not', 'sensitive', 'human', 'voice', 'found', 'received', 'product', 'went', 'problem', 'solving', 'section', 'manual', 'not', 'mentioned', 'product', 'description', 'kind', 'disappointing']",2
108790,"['headset', 'lacking', 'foot', 'wi', 'fi', 'bluetooth', 'device', 'charging', 'first', 'use', 'received', 'day', 'hour', 'use', 'dead', 'not', 'happy']",2
108795,"['like', 'headphone', 'really', 'disappointed', 'not', 'even', 'year', 'later', 'left', 'ear', 'cup', 'pivot', 'point', 'snapped', 'meaning', 'thing', 'holding', 'left', 'cup', 'wire', 'also', 'take', 'pretty', 'good', 'care', 'hard', 'case', 'leave', 'not', 'use', 'main', 'wish', 'honestly', 'interior', 'piece', 'pivot', 'point', 'cup', 'metal', 'least', 'stronger', 'see', 'plastic', 'snapped', 'wish', 'would', 'little', 'sturdier']",2
108828,"['comfy', 'like', 'noise', 'canceling', 'hear', 'everything', 'user', 'listening', 'always', 'hate', 'sitting', 'airplane', 'listen', 'music', 'leaking', 'headphone', 'airplane', 'loud', 'hear', 'everything', 'someone', 'using', 'using', 'no', 'issue', 'fit', 'good', 'comfortable', 'bass', 'range', 'sounded', 'great', 'cant', 'inconsiderate', 'others', 'around']",2
108829,"['headphone', 'broke', 'within', 'exactly', 'one', 'month', 'piece', 'hold', 'actual', 'headphone', 'onto', 'headband', 'part', 'snapped', 'due', 'cowin', 'using', 'cheap', 'plastic', 'part', 'tried', 'use', 'glue', 'duct', 'tape', 'hold', 'part', 'back', 'together', 'even', 'last', 'one', 'day', 'want', 'refund']",2
108838,"['comfortable', 'give', 'material', 'wore', 'made', 'wore', 'cheap', 'no', 'metal', 'plastic', 'one', 'drop', 'broke', 'swivel', 'right', 'headphone', 'one', 'drop', 'broke', 'left', 'one', 'right', 'size', 'adjuster', 'drop', 'wornt', 'far', 'foot', 'wooden', 'floor', 'sound', 'quality', 'meh', 'noise', 'canceling', 'horse', 'crap', 'got', 'rid', 'almost', 'bass', 'tho', 'much', 'bass', 'begin', 'dident', 'run', 'problem', 'bluetooth', 'good', 'not', 'worth', 'money']",2
108867,"['want', 'love', 'headphone', 'great', 'price', 'quality', 'sound', 'noise', 'cancellation', 'however', 'regardless', 'whether', 'charged', 'plugged', 'not', 'maddening', 'reminder', 'please', 'charging', 'repeat', 'every', 'minute', 'disrupting', 'train', 'thought', 'causing', 'miss', 'whats', 'said', 'meeting', 'use']",2
108879,"['spent', 'triple', 'listening', 'time', 'troubleshooting', 'not', 'connect', 'bluetooth', 'no', 'matter', 'remedy', 'try', 'use', 'wired', 'point', 'cheap', 'wired', 'pair', 'not', 'work', 'fall', 'asleep', 'due', 'comfortable', 'heavy', 'move', 'around', 'head', 'lay', 'fall', 'waste']",2
108884,"['returning', 'know', 'shiny', 'high', 'end', 'looking', 'finish', 'smudge', 'magnet', 'surface', 'seems', 'absorb', 'oil', 'contact', 'may', 'dull', 'finish', 'time', 'need', 'manually', 'switch', 'connection', 'device']",2
108886,"['month', 'believe', 'give', 'accurate', 'review', 'headphone', 'comfortable', 'noise', 'cancellation', 'work', 'well', 'month', 'two', 'seemed', 'suddenly', 'drop', 'sound', 'quality', 'no', 'reason', 'audio', 'constantly', 'bounce', 'ear', 'ear', 'making', 'annoying', 'use', 'recently', 'making', 'annoying', 'cracking', 'sound', 'left', 'ear', 'never', 'damaged', 'dropped', 'started', 'acting', 'strange']",2
108913,"['dissatisfied', 'headphone', 'noise', 'cancelling', 'non', 'existent', 'bluetooth', 'connection', 'horrible', 'unless', 'device', 'connecting', 'extremely', 'close', 'putting', 'iphone', 'back', 'pocket', 'result', 'loss', 'sound', 'crackling', 'poor', 'audio', 'sound', 'qualityis', 'good', 'price']",2
108940,"['headphone', 'work', 'really', 'well', 'work', 'got', 'first', 'pair', 'within', 'week', 'turn', 'charged', 'nothing', 'read', 'online', 'leaving', 'day', 'let', 'battery', 'run', 'charging', 'full', 'day', 'would', 'restore', 'power', 'nothing', 'customer', 'service', 'great', 'sending', 'replacement', 'no', 'cost', 'month', 'owning', 'pair', 'issue', 'request', 'another', 'pair', 'tired', 'not', 'reliable', 'headphone', 'want', 'use']",2
108960,"['kind', 'disappointed', 'cute', 'look', 'expected', 'really', 'move', 'around', 'without', 'distorting', 'sound', 'almost', 'sound', 'like', 'skipping', 'sensitive', 'also', 'far', 'noise', 'cancelling']",2
108972,"['would', 'say', 'really', 'high', 'hope', 'opened', 'box', 'came', 'time', 'deliver', 'headphone', 'fall', 'short', 'tried', 'use', 'play', 'game', 'sound', 'would', 'cut', 'would', 'restart', 'computer', 'get', 'work', 'thirty', 'second', 'cut', 'uncertain', 'work', 'well', 'simply', 'using', 'music', 'not', 'needed', 'shame', 'look', 'nice']",2
108996,"['bought', 'product', 'last', 'year', 'last', 'month', 'mic', 'performance', 'gone', 'low', 'usually', 'connect', 'headset', 'either', 'phone', 'laptop', 'people', 'side', 'keep', 'telling', 'come', 'near', 'mic', 'talking', 'not', 'issue', 'initially', 'really', 'annoying']",2
109047,"['wanted', 'bluetooth', 'work', 'imac', 'not', 'since', 'work', 'iphone', 'likely', 'problem', 'fault', 'imac', 'ipad', 'work', 'imac', 'old', 'analog', 'wire']",2
109052,"['bought', 'use', 'meeting', 'zoom', 'mic', 'bad', 'voice', 'kept', 'fading', 'min', 'usage', 'month', 'working', 'fine', 'apps', 'mic', 'gone', 'worse', 'apps', 'pc', 'mobile', 'feel', 'like', 'wasted', 'money']",2
109071,"['sound', 'muffled', 'bass', 'dreadful', 'bt', 'quality', 'sub', 'par', 'price', 'find', 'something', 'better', 'price']",2
109073,"['bought', 'listen', 'music', 'sadly', 'earbuds', 'sound', 'much', 'better', 'called', 'friend', 'said', 'voice', 'sounded', 'like', 'talking', 'tin', 'returning']",2
109074,"['written', 'similar', 'review', 'cowin', 'sent', 'another', 'set', 'try', 'no', 'change', 'opinion', 'rating', 'cowin', 'leave', 'keep', 'replacement', 'ok', 'not', 'comfortable', 'wear', 'long', 'comparing', 'bose', 'qc', 'lot', 'live', 'really', 'speak', 'battery', 'life', 'used', 'enough']",2
109090,"['liked', 'headphone', 'seemed', 'like', 'quality', 'product', 'however', 'using', 'day', 'could', 'not', 'get', 'volume', 'control', 'increase', 'low', 'let', 'family', 'member', 'try', 'agreed', 'not', 'enough', 'volume']",2
109093,"['not', 'job', 'go', 'pro', 'pro', 'pro', 'work', 'well', 'could', 'not', 'hear', 'scream', 'prosound', 'quality', 'great', 'good', 'base']",2
109127,"['may', 'right', 'someone', 'else', 'hated', 'cancel', 'noise', 'not', 'comfortable', 'ended', 'giving', 'wife']",2
109148,"['control', 'earpiece', 'work', 'cheap', 'quality', 'headphone', 'stay', 'head', 'sweat', 'slightest', 'bit', 'feel', 'cheap', 'really', 'noise', 'cancelling', 'loud', 'overall', 'best', 'part', 'battery', 'life', 'long', 'least', 'charge', 'daily', 'spent', 'gotten', 'name', 'brand']",2
109152,"['surprised', 'no', 'one', 'else', 'mentioned', 'issue', 'moment', 'headphone', 'start', 'walking', 'around', 'loud', 'stomping', 'sound', 'ear', 'made', 'feel', 'like', 'walking', 'like', 'elephant', 'despite', 'tip', 'toeing', 'connection', 'iphone', 'foot', 'away', 'not', 'stable', 'sound', 'kept', 'coming', 'disappointing', 'couple', 'wireless', 'earpods', 'never', 'connection', 'issue']",2
109157,"['really', 'wanted', 'like', 'headphone', 'price', 'unfortunately', 'noise', 'cancelling', 'not', 'work', 'well', 'background', 'noise', 'result', 'headphone', 'producing', 'low', 'level', 'amount', 'low', 'frequency', 'sound', 'get', 'real', 'annoying', 'real', 'quick', 'long', 'listening', 'music', 'really', 'notice', 'want', 'silence', 'plane', 'not', 'ideal']",2
109170,"['headphone', 'great', 'right', 'package', 'look', 'nice', 'felt', 'great', 'turned', 'sound', 'nice', 'started', 'cutting', 'thought', 'maybe', 'phone', 'not', 'range', 'even', 'though', 'back', 'pocket', 'took', 'pocket', 'held', 'hand', 'headphone', 'still', 'made', 'noise', 'like', 'cutting', 'returned', 'plan', 'buying']",2
109177,"['maybe', 'question', 'rather', 'review', 'tried', 'first', 'kitchen', 'frig', 'enginejust', 'happened', 'running', 'notice', 'much', 'lessening', 'sound', 'headset', 'nc', 'function', 'tried', 'outside', 'using', 'blower', 'thing', 'make', 'wary', 'keeping', 'got', 'reduce', 'noise']",2
109211,"['either', 'bought', 'defective', 'pair', 'headphone', 'pure', 'garbage', 'sound', 'blah', 'price', 'paid', 'supposed', 'noise', 'cancellation', 'reason', 'bought', 'totally', 'useless', 'little', 'difference', 'noise', 'cancellation', 'regular', 'use', 'seldom', 'write', 'bad', 'review', 'paid', 'much', 'damn', 'thing', 'let', 'one', 'slide']",2
109219,"['noise', 'cancelling', 'work', 'could', 'not', 'tell', 'difference', 'turning', 'noise', 'cancelling', 'v', 'turning', 'gonna', 'impressed', 'even', 'managed', 'reduce', 'background', 'noise', 'no', 'reduction', 'regular', 'ear', 'headphone', 'say', 'pretty', 'nice', 'sole', 'reason', 'buying', 'noise', 'cancellation', 'feature', 'price', 'point', 'feature', 'missing', 'hopefully', 'sake', 'people', 'buying', 'noise', 'cancelling', 'feature', 'broken']",2
109224,"['love', 'every', 'review', 'misleading', 'not', 'want', 'enjoy', 'headphone', 'cannot', 'even', 'turn', 'volume', 'without', 'changing', 'song', 'insane', 'put', 'different', 'button', 'battery', 'dy', 'min', 'le', 'look', 'feel', 'great', 'quality', 'beyond', 'disappointing', 'hope', 'send', 'back', 'wired', 'skull', 'candy', 'perform', 'day']",2
109243,"['although', 'sound', 'good', 'hard', 'wired', 'would', 'not', 'pair', 'amplifier', 'defeated', 'whole', 'purpose', 'buying']",2
109249,"['originally', 'purchased', 'cowin', 'earheadphones', 'improve', 'replace', 'inner', 'ear', 'korean']",2
109255,"['noise', 'canceling', 'good', 'guess', 'bose', 'beat', 'buck', 'fine', 'headphone', 'not', 'needed', 'wanted']",2
109276,"['honestly', 'excited', 'get', 'light', 'weight', 'comfortable', 'pretty', 'color', 'however', 'sound', 'great', 'also', 'connect', 'xbox', 'controller']",2
109348,"['not', 'really', 'worth', 'not', 'good', 'sensitive', 'outside', 'noise', 'could', 'still', 'hear', 'thing', 'wearing', 'music', 'quality', 'good', 'nice', 'not', 'looking', 'complete', 'noise', 'cancellation']",2
109404,"['product', 'headset', 'sound', 'control', 'hope', 'people', 'problem', 'customer', 'service', 'phone', 'number', 'give', 'go', 'directly', 'automation', 'say', 'currently', 'closed', 'regular', 'business', 'hour', 'till', 'call', 'get', 'no', 'answer', 'customer', 'service', 'problem', 'would', 'terrible', 'otherwise', 'would', 'get', 'five', 'star', 'easily', 'also', 'not', 'know', 'order', 'usb', 'dolber', 'separately']",2
109419,"['even', 'maximum', 'volume', 'not', 'loud', 'sound', 'quality', 'poor', 'no', 'bass', 'best', 'part', 'headphone', 'padding', 'comfortable', 'ear']",2
109425,"['cannot', 'pair', 'use', 'connector', 'cord', 'old', 'iphones', 'xr', 'different', 'audio', 'input', 'cord', 'included', 'tried', 'find', 'cord', 'would', 'work', 'none', 'found']",2
109429,"['enjoying', 'headphone', 'realized', 'people', 'hear', 'listening', 'like', 'crank', 'volume', 'okay', 'also', 'necessary', 'subway', 'thinking', 'listening', 'trap', 'music', 'playlist', 'privately', 'safe', 'party', 'playing', 'music', 'max', 'volume', 'anything', 'sharing', 'music', 'anyone', 'within', 'ft', 'radius']",2
109443,"['two', 'set', 'headphone', 'really', 'good', 'sound', 'fell', 'apart', 'year', 'time', 'present', 'set', 'came', 'apart', 'earpiece', 'fit', 'headband', 'small', 'plastic', 'piece', 'cording', 'run', 'screw', 'headband', 'break', 'easily', 'happens', 'no', 'way', 'fix', 'real', 'bummer', 'could', 'used', 'metal', 'piece', 'no', 'problem']",2
109469,"['no', 'noise', 'cancellation', 'volume', 'not', 'strong', 'nice', 'no']",2
109470,"['talk', 'phone', 'using', 'headset', 'speak', 'really', 'loud', 'end', 'could', 'hear', 'not', 'recommended', 'phone', 'call']",2
109517,"['enjoyed', 'headphone', 'swivel', 'joint', 'left', 'speaker', 'cracked', 'month', 'fairly', 'delicate', 'handling', 'would', 'expect', 'joint', 'sturdier', 'material', 'cheap', 'brittle', 'plastic', 'reference', 'wired', 'sennheiser', 'headphone', 'show', 'no', 'sign', 'wear', 'year', 'not', 'delicate', 'use', 'seems', 'like', 'quality', 'product', 'first', 'glance', 'clearly', 'not', 'built', 'last', 'avoid', 'cowin', 'product', 'future']",2
109527,"['comfortable', 'covered', 'ear', 'like', 'problem', 'not', 'loud', 'aux', 'cable', 'not', 'work', 'return', 'back', 'hunting', 'headphone']",2
109568,"['dissappointed', 'noise', 'cancelation', 'not', 'work', 'no', 'deep', 'base', 'sound', 'crank', 'full', 'blast', 'musis', 'not', 'crisp', 'find', 'distorted', 'returning', 'tomorrow', 'get', 'much', 'better', 'quality', 'headset', 'oh', 'fingerprint', 'magnet', 'also', 'ear', 'muff', 'not', 'fit', 'well', 'around', 'ear']",2
109680,"['return', 'cause', 'poor', 'term', 'noise', 'canceling', 'not', 'enough', 'bass', 'cover', 'outside', 'sound']",2
109700,"['noise', 'cancelling', 'seems', 'work', 'good', 'need', 'hear', 'background', 'noise', 'tractor', 'used', 'without', 'noise', 'cancelling', 'sound', 'sooo', 'bad', 'bassy', 'really', 'cannot', 'understand', 'playing', 'quality', 'poor', 'chose', 'use', 'would', 'break', 'no', 'time']",2
109710,"['work', 'fine', 'one', 'around', 'unfortunately', 'listening', 'music', 'anyone', 'within', 'yard', 'likely', 'hear', 'get', 'close', 'enough', 'even', 'make', 'word']",2
109733,"['cheap', 'headphone', 'cheap', 'quality', 'confusing', 'ambient', 'noise', 'actively', 'listening', 'audio', 'woman', 'loudly', 'demand', 'please', 'charging', 'battery', 'get', 'low', 'bonus', 'guess']",2
109756,"['returned', 'item', 'sound', 'quality', 'no', 'better', 'tha', 'dollar', 'headset', 'wal', 'mart']",2
109765,"['noise', 'cancellation', 'good', 'sound', 'quality', 'bass', 'quality', 'bad', 'good', 'either', 'charge', 'headphone', 'every', 'hour', 'use', 'wearing', 'multiple', 'hour', 'make', 'ear', 'uncomfortable', 'come', 'decent', 'case', 'earphone', 'look', 'ok', 'surface', 'hold', 'actually', 'touch', 'feel', 'like', 'one', 'earphone', 'personally', 'think', 'worth', 'much', 'save', 'money', 'get', 'one', 'well', 'known', 'company', 'otherwise', 'earphone', 'work']",2
109772,"['reading', 'spec', 'feature', 'product', 'sold', 'talk', 'disappointed', 'listening', 'music', 'static', 'noise', 'foreground', 'near', 'connected', 'bluetooth', 'device', 'range', 'bass', 'null', 'void', 'incoming', 'call', 'low', 'barely', 'hear', 'person', 'end', 'least', 'comfortable', 'look', 'cool', 'high', 'hope', 'feel', 'like', 'wasted', 'money', 'registration', 'process', 'simple', 'online', 'customer', 'service', 'pretty', 'cool', 'purchasing', 'anymore', 'cowin', 'product']",2
109783,"['headphone', 'look', 'sound', 'great', 'however', 'kept', 'losing', 'connection', 'pc', 'keep', 'reconnecting', 'finally', 'went', 'altogether', 'could', 'not', 'pair', 'pc', 'wife', 'pc', 'know', 'got', 'bad', 'one', 'know', 'want', 'take', 'chance', 'le', 'month']",2
109793,"['like', 'sound', 'good', 'movie', 'musicdislike', 'audio', 'quality', 'call', 'terrible', 'mic', 'not', 'good', 'either']",2
109797,"['unfortunately', 'headphone', 'work', 'time', 'gave', 'decided', 'return', 'late', 'used', 'maybe', 'two', 'three', 'time', 'play', 'music', 'hardly', 'noise', 'canceling', 'still', 'hear', 'tv', 'background', 'clear', 'day', 'working', 'home', 'get', 'static', 'really', 'high', 'pitched', 'ringing', 'every', 'often', 'scare', 'crap', 'fling', 'head', 'wanted', 'believe', 'could', 'get', 'job', 'done', 'price', 'sadly', 'work']",2
109812,"['cost', 'expected', 'far', 'sound', 'meh', 'bass', 'almost', 'nonexistent', 'comfortable', 'cancel', 'noise', 'around', 'though']",2
109818,"['bought', 'product', 'received', 'today', 'upon', 'opening', 'package', 'fingerprint', 'ear', 'piece', 'smudge', 'tried', 'since', 'considering', 'keeping', 'sound', 'quality', 'pretty', 'good', 'saw', 'sticky', 'residue', 'one', 'earpiece', 'bummer', 'wanted', 'headphone', 'sooner', 'later', 'want', 'spend', 'significant', 'amount', 'time', 'return', 'exchange', 'repeat', 'button', 'earpiece', 'kind', 'loud', 'padded', 'created', 'different', 'material', 'clicking', 'softer']",2
109863,"['sound', 'great', 'microphone', 'not', 'much', 'use', 'meeting', 'class', 'online', 'bummer', 'looking', 'headphone', 'good', 'mic', 'open', 'recommendation']",2
109867,"['cowin', 'not', 'turn', 'power', 'switch', 'headphone', 'constantly', 'connect', 'disconnect', 'repeatedly', 'annoying', 'ready', 'toss', 'trash', 'even', 'headphone', 'month', 'cheap', 'chinese', 'quality']",2
109868,"['first', 'would', 'like', 'say', 'noise', 'cancelling', 'excellent', 'sat', 'still', 'not', 'move', 'head', 'time', 'touched', 'earpiece', 'nc', 'music', 'would', 'garbled', 'drop', 'together', 'ear', 'piece', 'seem', 'flimsy', 'need', 'made', 'sturdier', 'material', 'noise', 'cancelling', 'audio', 'not', 'interrupted', 'excellent', 'noise', 'cancelling', 'overall', 'design', 'need', 'sturdy', 'reliable', 'create', 'quality', 'product', 'ended', 'returning', 'headphone', 'requesting', 'refund']",2
109873,"['purchased', 'son', 'stroke', 'trouble', 'reading', 'relies', 'narrated', 'book', 'ear', 'piece', 'broke', 'le', 'month', 'use', 'called', 'cowin', 'customer', 'service', 'daily', 'week', 'never', 'received', 'reply', 'disappointed', 'would', 'not', 'recommend']",2
109874,"['best', 'set', 'wireless', 'headphone', 'ever', 'ownedupdate', 'failed', 'no', 'abuse', 'whatsoever', 'swivel', 'part', 'ear', 'piece', 'overhead', 'portion', 'super', 'glued', 'twice', 'quick', 'fix', 'adjustment', 'better', 'fit', 'ear', 'gone']",2
109889,"['really', 'loved', 'headphone', 'unfortunately', 'plastic', 'connector', 'speaker', 'headpiece', 'rather', 'cheap', 'see', 'picture', 'one', 'left', 'broken', 'making', 'due', 'duct', 'tape', 'one', 'broken', 'use', 'around', 'house', 'no', 'gym', 'jogging', 'anything', 'tried', 'get', 'touch', 'customer', 'service', 'never', 'heard', 'back']",2
109904,"['good', 'headphone', 'last', 'one', 'year', 'pic', 'see', 'swivel', 'broke', 'boo', 'expected', 'pair', 'break', 'lasted', 'twice', 'long', 'dollar', 'one', 'recommend', 'pair', 'swivel', 'high', 'stress', 'area']",2
109922,"['headphone', 'worked', 'great', 'metal', 'joint', 'broke', 'randomly', 'one', 'day', 'sit', 'desk', 'never', 'traveled', 'got', 'abused', 'way', 'tried', 'contacting', 'customer', 'support', 'never', 'responded', 'called', 'emailed', 'used', 'online', 'chat', 'no', 'response', 'le', 'year', 'different', 'experience', 'taotronics', 'guess', 'going', 'back', 'company', 'care']",2
109947,"['not', 'loud', 'side', 'button', 'fidgety', 'slip', 'head', 'lay', 'use', 'workout', 'kinda', 'stunk', 'battery', 'life', 'seems', 'pretty', 'good']",2
109948,"['bought', 'headset', 'already', 'using', 'month', 'pro']",2
109952,"['headphone', 'great', 'first', 'week', 'however', 'issue', 'bluetooth', 'connectivity', 'muffled', 'wire', 'used', 'work', 'fine', 'not', 'sure', 'also', 'noise', 'canceling', 'not', 'greatest', 'still', 'hear', 'conversation', 'noise', 'headphone', 'headphone', 'make', 'slightly', 'muffled']",2
109984,"['mic', 'enabled', 'show', 'hand', 'free', 'win', 'device', 'manager', 'sound', 'quality', 'drop', 'telephone', 'quality', 'super', 'crappy', 'hand', 'free', 'device', 'disabled', 'stereo', 'left', 'enabled', 'auto', 'quality', 'fantastic', 'mic', 'work', 'expensive', 'headset', 'issue', 'like']",2
110026,"['per', 'call', 'recipient', 'sound', 'like', 'box', 'aquarium']",2
110040,"['good', 'headphone', 'hurt', 'ear', 'far', 'noise', 'cancelling', 'volume', 'go', 'loud', 'travel', 'weekly', 'tou', 'want', 'true', 'noise', 'cancelling', 'biy', 'better', 'pair', 'good', 'set', 'headphone', 'price']",2
110102,"['headphone', 'great', 'bluetooth', 'feature', 'always', 'connect', 'also', 'battery', 'last', 'long', 'found', 'compared', 'reviewer']",2
110120,"['headphone', 'absolute', 'favorite', 'thing', 'purchased', 'couple', 'month', 'using', 'normal', 'manner', 'almost', 'everyday', 'crapped', 'one', 'day', 'would', 'not', 'turn', 'bluetooth', 'setting', 'active', 'noise', 'cancellation', 'setting', 'even', 'though', 'fully', 'charged', 'plugged', 'charge', 'make', 'sure', 'battery', 'everything', 'working', 'fine', 'plugged', 'charger', 'unplugged', 'went', 'back', 'not', 'turning', 'whatsoever', 'not', 'exactly', 'sure', 'seeing', 'believe', 'newest', 'version', 'cannot', 'take', 'battery', 'hard', 'reset', 'feel', 'crushed', 'favorite', 'headphone', 'ever', 'bought', 'buyer', 'beware']",2
110125,"['bought', 'past', 'really', 'like', 'company', 'particular', 'one', 'broke', 'within', 'month', 'see', 'dangling', 'wire']",2
110147,"['still', 'hear', 'people', 'talking', 'around', 'almost', 'loudly', 'clearly', 'especially', 'plane', 'wanted', 'quiet', 'mediocre', 'ear', 'pad', 'hurt', 'lean']",2
110161,"['one', 'worse', 'headphone', 'used', 'last', 'several', 'year', 'failed', 'every', 'possible', 'way', 'sound', 'build', 'quality', 'fit', 'not', 'standard', 'seen', 'reviewer']",2
