,review,prediction
20083,"['know', 'got', 'good', 'review', 'anything', 'except', 'noise', 'canceling', 'headphone', 'sound', 'ok', 'cancel', 'kind', 'noise', 'hear', 'ppl', 'speaking', 'lawn', 'mower', 'surprised', 'ppl', 'mentioning', 'use', 'plane', 'definitely', 'return']",3
20088,"['antenna', 'quick', 'easy', 'install', 'picture', 'quality', 'better', 'previous', 'antenna', 'get', 'local', 'broadcast', 'station', 'pb', 'comet', 'metv']",3
20092,"['work', 'well', 'love', 'app']",3
20117,"['initially', 'bought', 'impressed', 'sound', 'quality', 'cost', 'ear', 'cup', 'came', 'originally', 'perfect', 'ear', 'able', 'exercise', 'run', 'workout', 'etc', 'never', 'fall', 'even', 'jump', 'rope', 'session', 'couple', 'week', 'though', 'noticed', 'not', 'feel', 'snug', 'longer', 'struggled', 'keep', 'ear', 'unfortunately', 'one', 'fell', 'fishing', 'sank', 'bottom', 'ocean', 'couple', 'good', 'week', 'wish', 'ear', 'cup', 'soften', 'quickly', 'causing', 'fitment', 'suffer']",3
20134,"['wife', 'lularoe', 'retailer', 'use', 'hold', 'ipad', 'facebook', 'live', 'session', 'using', 'ipow', 'universal', 'ipad', 'tripod', 'mount', 'feel', 'super', 'sturdy', 'even', 'leg', 'fully', 'extended', 'center', 'post', 'fully', 'extended']",3
20143,"['easy', 'pairing', 'setup']",3
20148,"['love', 'put', 'one', 'fit', 'ear', 'usually', 'impossible', 'tiny', 'ear', 'two', 'sound', 'crisp', 'clear', 'omg', 'like', 'surround', 'sound', 'not', 'like', 'sound', 'ear', 'even', 'explain', 'properly', 'great', 'pair', 'immediately', 'no', 'hassle', 'want', 'one', 'fine', 'sound', 'still', 'great', 'say', 'anything', 'love']",3
20167,"['fonctionne', 'tres', 'bien']",3
20171,['exelente'],3
20216,"['owned', 'laptop', 'forever', 'best', 'money', 'picture', 'important', 'human', 'interface', 'not', 'convince', 'nothing', 'main', 'plus', 'amazing', 'full', 'hd']",3
20260,"['great', 'product']",3
20268,"['lot', 'headphone', 'kinda', 'happened', 'year', 'say', 'love', 'use', 'bluetooth', 'work', 'perfectly', 'great', 'range', 'sound', 'quality', 'ranked', 'high', 'sony', 'jbl', 'others', 'headphone', 'lightweight', 'comfortable', 'long', 'term', 'use', 'battery', 'last', 'long', 'time', 'know', 'make', 'battery', 'work', 'long', 'thank']",3
20289,"['excellent', 'paper', 'brother', 'one', 'printer', 'reasonable', 'price', 'great', 'delivery']",3
20303,"['one', 'week', 'clip', 'hold', 'phone', 'broke', 'need', 'work', 'also', 'tip', 'easily', 'using']",3
20316,"['earbuds', 'really', 'great', 'concerned', 'would', 'not', 'fit', 'snug', 'enough', 'ear', 'keep', 'falling', 'work', 'great', 'far', 'issue', 'noise', 'cut', 'time', 'time', 'even', 'phone', 'pocket', 'bluetooth', 'range', 'also', 'pretty', 'limited', 'move', 'far', 'device', 'sound', 'start', 'cutting', 'money', 'think', 'worth', 'sound', 'really', 'good', 'set', 'easy', 'bass', 'really', 'deep', 'almost', 'much', 'depending', 'listening', 'cut', 'issue', 'really', 'annoyance', 'anything', 'else']",3
20339,"['bought', 'one', 'ft', 'version', 'year', 'ago', 'first', 'time', 'worked', 'quite', 'well', 'month', 'heavy', 'use', 'stopped', 'using', 'moved', 'gaming', 'pc', 'closer', 'tv', 'opted', 'go', 'shorter', 'one', 'recently', 'changed', 'gaming', 'pc', 'setup', 'needed', 'ft', 'cable', 'back', 'business', 'one', 'got', 'year', 'ago', 'started', 'problem', 'intermittent', 'signal', 'pretty', 'sure', 'either', 'pc', 'tv', 'since', 'still', 'work', 'right', 'shorter', 'hdmi', 'cable', 'said', 'decided', 'buy', 'another', 'one', 'got', 'today', 'turned', 'new', 'one', 'got', 'problem', 'day', 'even', 'worse', 'old', 'one', 'intermittent', 'signal', 'occurs', 'frequently', 'new', 'cable', 'needle', 'say', 'return', 'tomorrow', 'first', 'thing', 'morning']",3
20390,"['husband', 'love']",3
20451,"['work', 'loud', 'data', 'center', 'noise', 'cancellation', 'work', 'great', 'music', 'sound', 'great', 'also', 'customer', 'service', 'quick', 'reliable', 'cowin', 'really', 'stand', 'behind', 'product', 'would', 'highly', 'recommend', 'headphone']",3
20603,"['searching', 'good', 'soundbar', 'not', 'good', 'sound', 'music', 'one', 'could', 'watch', 'tv', 'movie', 'hear', 'understand', 'word', 'old', 'soundbar', 'made', 'difficult', 'hear', 'dialogue', 'review', 'good', 'one', 'many', 'people', 'mentioned', 'dialogue', 'issue', 'well', 'attest', 'fantastic', 'exactly', 'looking', 'tone', 'rich', 'deep', 'music', 'sound', 'great', 'tv', 'movie', 'watchable', 'not', 'came', 'everything', 'need', 'hook', 'set', 'done', 'minute', 'easy', 'look', 'great', 'front', 'tv', 'would', 'highly', 'recommend', 'anyone', 'looking', 'quality', 'soundbar', 'reasonable', 'price']",3
20690,"['extremely', 'pleased', 'instruction', 'clear', 'came', 'nice', 'assortment', 'part', 'no', 'trouble', 'mounting', 'bracket', 'tv', 'used', 'samsung', 'ln', 'tv', 'year', 'old', 'lcd', 'tv', 'heavy', 'snap', 'nothing', 'bad', 'say', 'kit', 'would', 'definitely', 'buy', 'another', 'another', 'large', 'tv', 'mount', 'wall', 'mounting', 'tv', 'recommend', 'buying', 'right', 'angle', 'hdmi', 'adapter', 'connect', 'input', 'point', 'downward', 'find', 'point', 'right', 'left', 'bought', 'one', 'directed', 'hdmi', 'cable', 'towards', 'middle', 'tv']",3
20692,"['convenient', 'love', 'fact', 'could', 'unlock', 'door', 'get', 'parking', 'spot', 'fumble', 'finding', 'right', 'key', 'get', 'door']",3
20823,"['arrived', 'quickly', 'audio', 'cable', 'plugging', 'cell', 'phone', 'not', 'using', 'bluetooth', 'not', 'loud', 'sound', 'thought', 'would', 'louder', 'little', 'portable', 'one', 'previously', 'debating', 'whether', 'send', 'back', 'want', 'use', 'attach', 'computer', 'classroom', 'think', 'going', 'loud', 'enough']",3
20859,"['really', 'saved', 'day', 'phone', 'charger', 'port', 'got', 'ruined', 'need', 'replace', 'bought', 'charge', 'phone', 'work', 'great']",3
20885,"['love', 'nylon', 'braided', 'usb', 'apple', 'product', 'know', 'buying', 'cord', 'difficult', 'half', 'apple', 'not', 'recognize', 'cord', 'not', 'use', 'ipad', 'pro', 'without', 'problem', 'also', 'use', 'iphone', 'daughter', 'borrowed', 'mine', 'use', 'iphone', 'see', 'going', 'need', 'get', 'least', 'three', 'cord', 'well', 'worth', 'every', 'penny']",3
20887,['returned'],3
20888,"['trouble', 'streaming', 'without', 'buffering', 'constantly', 'cable', 'service', 'twice', 'replaced', 'checked', 'everything', 'end', 'not', 'must', 'stick', 'bought', 'one', 'replace', 'old', 'one', 'thing', 'disappointed', 'waste', 'money']",3
20938,"['go', 'wrong', 'samsung', 'drive', 'nomatter']",3
20950,"['good', 'non', 'techie', 'got', 'set', 'working', 'love']",3
20960,"['idea', 'great', 'implementation', 'terrible', 'one', 'job', 'august', 'connect', 'err', 'connect', 'despite', 'directly', 'next', 'lock', 'literally', 'foot', 'away', 'bluetooth', 'signal', 'incredibly', 'week', 'also', 'work', 'take', 'long', 'time', 'remote', 'lock', 'unlock', 'second']",3
20975,"['fire', 'stick', 'convenient', 'easy', 'way', 'view', 'show', 'movie', 'access', 'numerous', 'streaming', 'apps', 'installation', 'process', 'straightforward', 'simple', 'truly', 'required', 'applicable', 'television', 'unit', 'wifi', 'subscription', 'favorite', 'streaming', 'service', 'like', 'amazon', 'prime', 'netflix', 'hulu', 'etc', 'voice', 'powered', 'search', 'nifty', 'add', 'need', 'holding', 'remote', 'pressing', 'button', 'speak', 'overall', 'really', 'pleased', 'purchase', 'no', 'complaint']",3
20996,"['far', 'excellent', 'reception', 'gave', 'u', 'channel', 'exceeded', 'expectation', 'got', 'local', 'channel', 'sport', 'got', 'extra', 'tried', 'basement', 'yet', 'upstairs', 'town', 'work', 'great']",3
21055,"['great', 'speaker', 'sound', 'awesome', 'size', 'quite', 'problem', 'not', 'wanting', 'charge', 'reset', 'quite', 'time', 'last', 'time', 'went', 'use', 'completely', 'dead', 'tried', 'resetting', 'trick', 'found', 'youtube', 'bose', 'dead', 'not', 'happy', 'think', 'speaker', 'lasted', 'long', 'time', 'considering', 'use', 'often']",3
21058,"['first', 'wireless', 'smart', 'camera', 'purchased', 'liked', 'price', 'thought', 'would', 'give', 'shot', 'happier', 'super', 'easy', 'setup', 'main', 'concern', 'not', 'good', 'technically', 'picture', 'quality', 'great', 'ipad', 'ordered', 'micro', 'sd', 'card', 'also', 'like', 'idea', 'buying', 'start', 'based', 'usa', 'not', 'big', 'company', 'like', 'philip', 'nest', 'etc']",3
21061,"['using', 'vava', 'dash', 'cam', 'work', 'no', 'issue', 'format', 'fast', 'read', 'write', 'speed']",3
21203,"['worked', 'fine', 'first', 'couple', 'charge', 'went', 'plug', 'controller', 'way', 'would', 'charge', 'put', 'something', 'behind', 'controller', 'push', 'forward', 'order', 'connect', 'kinda', 'annoying']",3
21213,"['like', 'ease', 'buy', 'home', 'however', 'trouble', 'code', 'hard', 'getting', 'reimbursed', 'buy', 'buy', 'amazon', 'issue', 'code', 'contact', 'playstation', 'directly', 'close', 'impossible', 'covid', 'thankfully', 'pleading', 'amazon', 'got', 'refund', 'bought', 'card', 'no', 'problem', 'way', 'purchased', 'thesea', 'year', 'issue']",3
21302,"['work', 'great', 'took', 'little', 'get', 'wifi', 'happy']",3
21412,"['yes', 'pricy', 'feel', 'much', 'different', 'using', 'joy', 'con', 'grip', 'controller', 'button', 'feel', 'good', 'someone', 'big', 'hand', 'feel', 'fit', 'perfectly', 'playing', 'would', 'recommend', 'sure']",3
21415,"['work', 'well', 'mouse', 'amazing', 'easy', 'swap', 'speed', 'key', 'get', 'worn', 'long', 'repeated', 'use', 'wasd', 'pad', 'space', 'bar', 'got', 'stuck', 'took', 'room', 'move', 'left', 'right', 'either', 'full', 'left', 'full', 'right', 'catch', 'plastic', 'nub', 'underneath', 'move', 'back', 'middle', 'try', 'not', 'pound', 'much', 'next', 'time']",3
21461,"['got', 'test', 'camera', 'guess', 'get', 'pay', 'quality', 'seems', 'good', 'two', 'pointing', 'outside', 'work', 'great', 'picture', 'pretty', 'good', 'gripe', 'cool', 'take', 'min', 'next', 'motion', 'detected', 'record', 'would', 'like', 'see', 'lowered', 'maybe', 'made', 'customization', 'trying', 'catch', 'person', 'keep', 'letting', 'dog', 'crap', 'yard', 'afraid', 'car', 'go', 'miss', 'needle', 'say', 'kinda', 'suck', 'point', 'thus', 'star', 'hope', 'developer', 'one', 'day', 'make', 'change', 'everything', 'great', 'except', 'cool']",3
21494,"['really', 'happy', 'apartment', 'building', 'going', 'major', 'construction', 'covid', 'epidemic', 'working', 'home', 'apartment', 'surrounded', 'worker', 'scaffold', 'drilling', 'banging', 'noise', 'headphone', 'keeping', 'sane', 'take', 'call', 'without', 'remove']",3
21548,"['great', 'feature', 'tool', 'garage', 'even', 'left', 'home', 'wondered', 'garage', 'door', 'still', 'open', 'easy', 'check', 'smart', 'phone', 'app', 'add', 'second', 'person', 'use', 'garage', 'hub', 'show', 'door', 'open', 'closed', 'history', 'list', 'show', 'open', 'closed', 'long', 'also', 'send', 'email', 'letting', 'know', 'door', 'open', 'simple', 'yo', 'install', 'app', 'essential', 'setting', 'good', 'buy']",3
21596,"['miracle', 'occurred', 'year', 'frustrating', 'universal', 'remote', 'expectation', 'programing', 'issue', 'amazon', 'walk', 'water', 'new', 'fire', 'stick', 'purchased', 'cut', 'cord', 'cable', 'new', 'hulu', 'app', 'get', 'live', 'local', 'tv', 'news', 'programing', 'important', 'business', 'upping', 'bandwidth', 'gig', 'century', 'link', 'plus', 'hulu', 'replace', 'century', 'link', 'bill', 'month', 'two', 'tv', 'semi', 'smart', 'could', 'not', 'handle', 'hulu', 'app', 'live', 'tv', 'instead', 'buying', 'new', 'tv', 'thought', 'try', 'fire', 'stick', 'omg', 'old', 'tv', 'like', 'new', 'make', 'old', 'dumb', 'semi', 'smart', 'tv', 'new', 'best', 'part', 'universal', 'remote', 'heaven', 'work', 'set', 'no', 'programing', 'code', 'pushing', 'strange', 'button', 'many', 'time', 'see', 'work', 'gave', 'real', 'test', 'pulling', 'stereo', 'run', 'tv', 'sound', 'tv', 'instantly', 'programed', 'work', 'together', 'new', 'amazon', 'fire', 'stick', 'universal', 'miracle', 'remote', 'never', 'give', 'product', 'recommendation', 'two', 'new', 'tv', 'saving', 'month']",3
21623,"['really', 'hard', 'shoot', 'standing', 'crouch', 'awkward', 'position', 'buy', 'taller', 'product', 'prevent', 'still', 'good', 'product', 'price']",3
21631,"['love', 'echo', 'show', 'resisting', 'buying', 'one', 'thought', 'need', 'glad', 'gave', 'wonderful', 'able', 'see', 'camera', 'without', 'grab', 'phone', 'tablet', 'logging', 'going', 'app', 'ask', 'alexa', 'show', 'u', 'also', 'able', 'operate', 'light', 'adding', 'list', 'sure', 'purchase', 'second', 'one']",3
21686,"['bought', 'bluetooth', 'speaker', 'work', 'green', 'house', 'surprised', 'sound', 'quality', 'happy']",3
21705,"['best', 'speaker', 'ever']",3
21715,"['much', 'stronger', 'previous', 'hanger']",3
21785,"['cyber', 'monday', 'nice', 'deal']",3
21796,"['work', 'great', 'awesome', 'quality']",3
21835,"['mi', 'hijo', 'le', 'encanto', 'llego', 'un', 'poco', 'despues', 'de', 'lo', 'esperado', 'pero', 'en', 'realidad', 'en', 'producto', 'el', 'juego', 'e', 'buenisimo', 'lo', 'pueden', 'jugar', 'perfectamente', 'en', 'familia', 'hasta', 'jugadores', 'excelente']",3
21905,"['pro', 'controller', 'good', 'delivery', 'little', 'bit', 'delayed']",3
21981,"['put', 'much', 'hope', 'antenna', 'mess', 'somebody', 'recommended', 'one', 'said', 'let', 'try', 'one', 'time', 'amazing', 'took', 'minute', 'install', 'scan', 'found', 'channel', 'work', 'beautifully', 'picture', 'quality', 'good', 'placed', 'right', 'window', 'suppose', 'help', 'lot', 'cant', 'believe', 'many', 'channel', 'without', 'paying', 'cent', 'cable', 'company', 'blown', 'away']",3
22073,"['work', 'great', 'put', 'volume', 'way', 'switching', 'dialog', 'every', 'time', 'turn', 'tv', 'no', 'problem']",3
22092,"['phone', 'often', 'trouble', 'connecting', 'car', 'thought', 'might', 'help', 'great', 'already', 'gotten', 'used', 'asking', 'alexa', 'play', 'almost', 'immediately', 'sometimes', 'try', 'car', 'overall', 'love', 'good', 'except', 'alexa', 'phone', 'tend', 'not', 'communicate', 'listen', 'something', 'alexa', 'like', 'audible', 'not', 'record', 'phone', 'next', 'time', 'try', 'listen', 'wrong', 'place', 'strange']",3
22101,"['like', 'everything', 'sound', 'great', 'listen', 'review', 'sound', 'problem']",3
22104,"['love', 'alexa', 'rd', 'show', 'never', 'go', 'without', 'english', 'bulldog', 'tolerate', 'thunderstorm', 'well', 'not', 'fire', 'work', 'gun', 'shot', 'tell', 'alexa', 'play', 'thunderstorm', 'pup', 'sleep', 'night']",3
22157,"['suffer', 'tinnitus', 'riding', 'motorcycle', 'highway', 'great', 'distance', 'tinnitus', 'go', 'overdrive', 'ride', 'make', 'life', 'miserable', 'recently', 'purchased', 'use', 'riding', 'motorcycle', 'highway', 'went', 'first', 'road', 'trip', 'today', 'pro', 'included', 'rubber', 'earpiece', 'included', 'medium', 'size', 'attached', 'default', 'real', 'easy', 'pair', 'ear', 'bud', 'phone', 'ipod', 'sound', 'incredible', 'crank', 'volume', 'good', 'quality', 'sound', 'riding']",3
22179,"['work', 'supposed', 'well', 'light', 'strip', 'ordered', 'set', 'kid', 'play', 'area', 'opening', 'first', 'one', 'setting', 'everything', 'fine', 'went', 'second', 'one', 'remote', 'broken', 'sounded', 'like', 'piece', 'broken', 'wasnt', 'big', 'deal', 'remote', 'first', 'one', 'worked', 'not', 'even', 'week', 'later', 'remote', 'broke', 'set', 'area', 'awkward', 'adult', 'reach', 'stuck', 'went', 'look', 'online', 'purchase', 'additional', 'remote', 'find', 'available', 'star', 'light']",3
22405,"['got', 'son', 'honestly', 'outside', 'able', 'pair', 'phone', 'sound', 'bar', 'listen', 'music', 'much', 'sound', 'tv', 'inch', 'tv', 'sound', 'quality', 'really', 'good', 'anyway', 'work', 'well', 'enough', 'may', 'want', 'item', 'need', 'item']",3
22419,['tks'],3
22512,"['earbuds', 'work', 'great', 'fit', 'ear', 'easy', 'use', 'sound', 'quality', 'also', 'good', 'dj', 'appreciate', 'amount', 'bass', 'earbuds', 'put', 'used', 'iphone', 'ipad', 'no', 'pairing', 'problem', 'come', 'charging', 'case', 'usb', 'cord', 'four', 'different', 'size', 'ear', 'cushion', 'easy', 'switch', 'needed', 'earbuds', 'definitely', 'worth', 'price', 'paid']",3
22561,"['received', 'hdtv', 'antenna', 'mail', 'could', 'get', 'no', 'channel', 'hooking', 'recently', 'cut', 'cable', 'save', 'bunch', 'money', 'immediately', 'received', 'channel', 'antenna', 'picture', 'cable', 'quality', 'easy', 'hook', 'happy', 'purchase']",3
22652,"['main', 'downfall', 'headphone', 'construction', 'gasp', 'air', 'accidentally', 'drop', 'little', 'flimsy', 'dropped', 'number', 'tough', 'place', 'since', 'got', 'month', 'ago', 'break', 'sooooo', 'connectivity', 'issue', 'laptop', 'hour', 'sound', 'drop', 'though', 'still', 'connected', 'not', 'sure', 'happens', 'connected', 'phone', 'baby', 'literally', 'last', 'week', 'one', 'charge', 'super', 'awesome', 'like', 'listening', 'music', 'using', 'phone', 'call', 'last', 'complaint', 'button', 'configuration', 'side', 'could', 'accidentally', 'lay', 'head', 'button', 'airplane', 'something', 'like', 'button', 'configured', 'upside', 'volume', 'button', 'positioned', 'bottom', 'top', 'use', 'volume', 'phone', 'connected', 'device', 'avoid', 'counter', 'intuitive', 'hesitation', 'button', 'press', 'buuut', 'headphone', 'make', 'feel', 'immersed', 'sound', 'surround', 'sound', 'effect', 'fantastic', 'noise', 'cancelling', 'work', 'think', 'may', 'not', 'best', 'block', 'ambient', 'noise', 'expect', 'block', 'loud', 'clicking', 'sound', 'baby', 'cry', 'block', 'ambient', 'noise', 'like', 'air', 'conditioner', 'dishwasher', 'still', 'muffle', 'sound', 'pretty', 'great', 'pro', 'con', 'think', 'deserve', 'middle', 'ground', 'rating', 'really', 'pretty', 'great', 'money', 'probably', 'try', 'something', 'different', 'next', 'time']",3
22723,"['sturdy', 'easy', 'follow', 'installation', 'direction', 'mounted', 'lg', 'no', 'issue', 'release', 'pull', 'hang', 'bottom', 'television', 'taped', 'back', 'tv', 'happy', 'purchase', 'would', 'buy', 'mount', 'tv', 'house']",3
22727,"['second', 'time', 'purchasing', 'glass', 'screen', 'protector', 'ailun', 'continue', 'best']",3
22758,"['received', 'not', 'even', 'week', 'ago', 'already', 'put', 'know', 'cheap', 'brake', 'no', 'reason', 'awful']",3
22787,['kid'],3
22815,"['love', 'product', 'controller', 'slide', 'fairly', 'easily', 'come', 'back', 'odd', 'asd', 'easily', 'fall']",3
22822,"['great', 'controller', 'would', 'buy']",3
22828,"['purchased', 'hope', 'could', 'use', 'connect', 'pair', 'blue', 'tooth', 'apple', 'ear', 'pod', 'yamaha', 'digital', 'piano', 'read', 'om', 'piano', 'forum', 'latency', 'would', 'problem', 'also', 'read', 'new', 'version', 'low', 'latency', 'chip', 'set', 'pair', 'well', 'apple', 'air', 'pod', 'true', 'piano', 'brain', 'blue', 'tooth', 'latency', 'not', 'viable', 'unit', 'work', 'fine', 'general', 'audio', 'equipment', 'tv', 'etc', 'one', 'issue', 'lock', 'onto', 'device', 'not', 'release', 'connection', 'session', 'allow', 'connect', 'another', 'device', 'unless', 'power', 'transmitter']",3
22829,"['installation', 'really', 'quick', 'easy', 'two', 'garage', 'door', 'opener', 'wanted', 'get', 'second', 'sensor', 'found', 'lot', 'cheaper', 'buy', 'second', 'hub', 'includes', 'sensor', 'amazon', 'warehouse', 'deal', 'would', 'buy', 'sensor', 'spare', 'part', 'case', 'ever', 'need', 'anytime', 'away', 'home', 'want', 'verify', 'remembered', 'close', 'garage', 'door', 'also', 'use', 'garage', 'door', 'let', 'friend', 'family', 'house', 'gone']",3
22851,"['price', 'beat', 'earbuds', 'pairing', 'worked', 'perfectly', 'nice', 'quick', 'sound', 'pretty', 'good', 'fit', 'nicely', 'war', 'like', 'many', 'different', 'plug', 'try', 'case', 'default', 'one', 'work']",3
22874,"['great', 'fast']",3
22890,"['bought', 'replace', 'stock', 'lightning', 'cable', 'came', 'ipad', 'cable', 'stopped', 'working', 'new', 'one', 'resolve', 'every', 'problem', 'old', 'one', 'happy', 'tell', 'never', 'fail']",3
22937,"['work', 'advertised']",3
23020,"['cheap', 'product', 'disconnect', 'every', 'week', 'take', 'forever', 'reconnect']",3
23039,"['love', 'every', 'time', 'pull', 'driveway', 'unlocks', 'door', 'bad', 'apple', 'homekit', 'automatically', 'tap', 'notification', 'pop', 'phone', 'locked', 'unlocked', 'first', 'august', 'app', 'alone', 'auto', 'unlock', 'without', 'take', 'phone', 'pocket', 'thing', 'not', 'like', 'no', 'geofence', 'locking', 'door', 'want', 'auto', 'lock', 'every', 'time', 'door', 'open', 'close', 'want', 'timer', 'setup', 'geofence', 'area', 'auto', 'unlock', 'recognizes', 'back', 'home', 'area', 'prob', 'quarter', 'mile', 'circle', 'around', 'home', 'unlock', 'point', 'unlocks', 'pulling', 'driveway', 'maybe', 'lock', 'get', 'bluetooth', 'keypad', 'think', 'may', 'way', 'leaving', 'house', 'not', 'staying', 'yard', 'hit', 'button', 'pas', 'door', 'rather', 'pull', 'phone', 'manually', 'go', 'app', 'lock', 'ifttt', 'not', 'work', 'setting', 'lock', 'crossing', 'area', 'compatible', 'recipe', 'get', 'keep', 'old', 'lock', 'key', 'great', 'people', 'change', 'lock', 'renting', 'reason', 'bit', 'bulky', 'door', 'inside', 'smart', 'lock', 'never', 'trouble', 'not', 'locking', 'far', 'cell', 'service', 'always', 'unlocks', 'get', 'home', 'set', 'send', 'message', 'every', 'action', 'lock', 'make', 'go', 'offline', 'good', 'beable', 'know']",3
23041,"['say', 'stand', 'alone', 'app', 'excellent', 'want', 'alexa', 'integration', 'another', 'platform', 'convoluted', 'set', 'decided', 'sticking', 'standard', 'app', 'sufficient', 'tenant', 'us', 'garage', 'entry', 'priceless', 'super', 'easy', 'setup']",3
23049,"['used', 'shower', 'ledge', 'year', 'absolutely', 'no', 'problem', 'recently', 'power', 'completely', 'went', 'dead', 'even', 'though', 'plug', 'say', 'charged', 'obviously', 'upset', 'given', 'condition', 'shower', 'year', 'not', 'surprised', 'broke', 'good', 'sound', 'quality', 'not', 'loud', 'enough', 'party', 'recommend', 'someone', 'plan', 'moving', 'around', 'much', 'storing', 'wet', 'environment']",3
23085,"['received', 'today', 'far', 'great', 'love', 'design', 'easy', 'put', 'ear', 'really', 'comfortable', 'fit', 'snugly', 'jump', 'test', 'still', 'snug', 'ear', 'feel', 'like', 'would', 'wanted', 'sound', 'bit', 'louder', 'get', 'good', 'volume', 'touch', 'sensitive', 'careful', 'overall', 'sound', 'great', 'love', 'earphone']",3
23188,"['almost', 'perfect', 'fit', 'drop', 'phone', 'frequently', 'screen', 'yet', 'crack']",3
23230,"['smart', 'collaboration', 'linking', 'myq', 'account', 'google', 'assistant', 'ifttt', 'free', 'limited', 'time', 'no', 'credit', 'card', 'required', 'made', 'think', 'would', 'work', 'like', 'everything', 'else', 'linked', 'google', 'home', 'process', 'horrible', 'spelled', 'properly', 'linked', 'many', 'brand', 'thing', 'google', 'stuff', 'never', 'difficult', 'time', 'end', 'learned', 'say', 'ok', 'google', 'open', 'garage', 'door', 'say', 'ok', 'google', 'talk', 'myq', 'connects', 'myq', 'another', 'voice', 'asks', 'want', 'know', 'garage', 'door', 'closed', 'want', 'close', 'door', 'option', 'open', 'door', 'clunky', 'much', 'easier', 'quicker', 'open', 'app', 'press', 'button', 'open', 'hoping', 'hand', 'free', 'operation']",3
23252,"['let', 'tell', 'brought', 'three', 'fire', 'stick', 'qvc', 'took', 'dtv', 'getting', 'expensive', 'put', 'onthree', 'tv', 'tv', 'family', 'room', 'fire', 'stick', 'lasted', 'little', 'year', 'fire', 'stick', 'thr', 'tv', 'bed', 'room', 'put', 'tv', 'family', 'room', 'lasted', 'year', 'three', 'month', 'took', 'last', 'one', 'put', 'tv', 'family', 'room', 'see', 'long', 'one', 'last', 'fire', 'stick', 'last', 'year', 'not', 'buy', 'gave', 'low', 'rating']",3
23303,"['work', 'well']",3
23364,"['received', 'august', 'bought', 'two', 'time', 'worked', 'great', 'couple', 'day', 'ago', 'september', 'one', 'keyboard', 'function', 'properly', 'started', 'key', 'work', 'key', 'several', 'key', 'work', 'tried', 'everything', 'get', 'work', 'no', 'luck', 'waiting', 'one', 'go', 'long', 'return', 'money', 'spent', 'bought', 'higher', 'dollar', 'gaming', 'keyboard', 'hoping', 'would', 'faster', 'better', 'cheaper', 'one', 'seems', 'like', 'one', 'went', 'mouse', 'still', 'work']",3
23428,['wanted'],3
23457,"['want', 'camera', 'low', 'quality', 'best', 'choice', 'want', 'something', 'actually', 'work', 'perfectly', 'buy', 'another']",3
23471,"['stick', 'battery', 'operated', 'ring', 'outdoors', 'cover', 'inclement', 'weather', 'florida', 'weather', 'get', 'moisture', 'inside', 'lens', 'bad', 'make', 'picture', 'worthless', 'ring', 'could', 'fix', 'higher', 'ip', 'rated', 'product', 'apparently', 'care', 'enough', 'update', 'fairness', 'contacted', 'ring', 'wanted', 'see', 'could', 'resolve', 'issue', 'however', 'done', 'sense', 'posting', 'maybe', 'weather', 'warmed', 'bronchitis', 'past', 'six', 'week', 'difficult', 'talk', 'without', 'coughing', 'happens', 'fall', 'winter', 'call', 'ring', 'may', 'repost']",3
23493,"['installed', 'hdtv', 'antenna', 'little', 'skepticism', 'friend', 'neighbor', 'cannot', 'pick', 'local', 'nbc', 'affiliate']",3
23518,"['not', 'used', 'comment', 'performance', 'excited', 'get', 'opened', 'box', 'package', 'looked', 'used', 'camera', 'beach', 'sand', 'sending', 'back']",3
23549,"['small', 'house', 'entertainment', 'center', 'powerful', 'sound', 'bar', 'perfect']",3
23560,"['tenido', 'do', 'auriculare', 'ma', 'cowin', 'los', 'aprecio', 'mucho', 'por', 'su', 'calidad', 'sonido', 'pero', 'en', 'este', 'caso', 'tenia', 'unos', 'guardados', 'lo', 'empece', 'utilizar', 'al', 'me', 'encontre', 'conque', 'no', 'cargan', 'sale', 'una', 'luz', 'roja', 'intermitente', 'no', 'cargan', 'espero', 'que', 'los', 'senor', 'de', 'cowin', 'den', 'alguna', 'solucion', 'los', 'otros', 'do', 'funcionas', 'perfectamente', 'esta', 'revision', 'e', 'para', 'el', 'defectuoso']",3
23572,"['really', 'nice', 'whenever', 'switch', 'docked', 'much', 'comfortable', 'normal', 'controller']",3
23581,"['feel', 'bit', 'duped', 'recording', 'first', 'long', 'video', 'upon', 'playback', 'important', 'footage', 'realized', 'camera', 'not', 'microphone', 'therefore', 'not', 'record', 'audio', 'feel', 'intentionally', 'mislead', 'description', 'not', 'mention', 'review', 'read', 'camera', 'star', 'review', 'cannot', 'record', 'audio', 'far', 'recorded', 'hour', 'beautiful', 'silent', 'film', 'least', 'actually', 'record', 'video', 'unlike', 'po', 'gopro', 'hero', 'died', 'not', 'used', 'month']",3
23599,"['easy', 'setup']",3
23619,"['like', 'no', 'anti', 'glare', 'no', 'smudge', 'proof', 'cracked', 'top', 'bottom', 'second', 'day', 'taking', 'care', 'phone', 'much', 'baby']",3
23627,"['clear', 'sound']",3
23630,['fine'],3
23694,"['grandson', 'excited', 'got', 'work', 'described']",3
23720,"['get', 'scratch', 'easy', 'last', 'like', 'month']",3
23729,['perfect'],3
